% BatcherQueue	CReqBatcher	Replica-0-Forward	Replica-1-Forward	ReplicaIOSnd-0	ReqManExec	pendingCReqs	pendingProposals	alpha
10204	0	0	0	0	0	0	0	0	0
10406	0	0	0	0	0	0	0	0	0
10607	0	0	0	0	0	0	0	0	0
10808	0	0	0	0	0	0	0	0	0
11009	0	0	0	0	0	0	0	0	0
11210	0	0	0	0	0	0	0	0	0
11411	0	0	0	0	0	0	0	0	0
11612	0	0	0	0	0	0	0	0	0
11813	0	0	0	0	0	0	0	0	0
12014	0	0	0	0	0	0	0	0	0
12215	0	0	0	0	0	0	0	0	0
12416	0	0	0	0	0	0	0	0	0
12617	0	0	0	0	0	0	0	0	0
12818	0	0	0	0	0	0	0	0	0
13019	0	0	0	0	0	0	0	0	0
13220	0	0	0	0	0	0	0	0	0
13421	0	0	0	0	0	0	0	0	0
13621	0	0	0	0	0	0	0	0	0
13823	0	0	0	0	0	0	0	0	0
14024	0	0	0	0	0	0	0	0	0
14225	0	0	0	0	0	0	0	0	0
14426	0	0	0	0	0	0	0	0	0
14627	0	0	0	0	0	0	0	0	0
14828	0	0	0	0	0	0	0	0	0
15029	0	0	0	0	0	0	0	0	0
15230	0	0	0	0	0	0	0	0	0
15431	0	0	0	0	0	0	0	0	0
15631	0	0	0	0	0	0	0	0	0
15832	0	0	0	0	0	0	0	0	0
16033	0	0	0	0	0	0	0	0	0
16234	0	0	0	0	0	0	0	0	0
16435	0	0	0	0	0	0	0	0	0
16636	0	0	0	0	0	0	0	0	0
16837	0	0	0	0	0	0	0	0	0
17037	0	0	0	0	0	0	0	0	0
17237	0	0	0	0	0	0	0	0	0
17438	0	0	0	0	0	0	0	0	0
17639	0	0	0	0	0	0	0	0	0
17840	0	0	0	0	0	0	0	0	0
18041	0	0	0	0	0	0	0	0	0
18241	0	0	0	0	0	0	0	0	0
18442	0	0	0	0	0	0	0	0	0
18643	0	0	0	0	0	0	0	0	0
18844	0	0	0	0	0	0	0	0	0
19045	0	0	0	0	0	0	0	0	0
19245	0	0	0	0	0	0	0	0	0
19446	0	0	0	0	0	0	0	0	0
19647	0	0	0	0	0	0	0	0	0
19848	0	0	0	0	0	0	0	0	0
20050	0	0	0	0	0	0	0	0	0
20251	0	0	0	0	0	0	0	0	0
20452	0	0	0	0	0	0	0	0	0
20653	0	0	0	0	0	0	0	0	0
20854	0	0	0	0	0	0	0	0	0
21054	0	0	0	0	0	0	0	0	0
21256	0	0	0	0	0	0	0	0	0
21457	0	0	0	0	0	0	0	0	0
21658	0	0	0	0	0	0	0	0	0
21859	0	0	0	0	0	0	0	0	0
22060	0	0	0	0	0	0	0	0	0
22260	0	0	0	0	0	0	0	0	0
22461	0	0	0	0	0	0	0	0	0
22662	0	0	0	0	0	0	0	0	0
22863	0	0	0	0	0	0	0	0	0
23064	0	0	0	0	0	0	0	0	0
23265	0	0	0	0	0	0	0	0	0
23466	0	0	0	0	0	0	0	0	0
23667	0	0	0	0	0	0	0	0	0
23867	0	0	0	0	0	0	0	0	0
24068	0	0	0	0	0	0	0	0	0
24269	0	0	0	0	0	0	0	0	0
24470	0	0	0	0	0	0	0	0	0
24671	0	0	0	0	0	0	0	0	0
24871	0	0	0	0	0	0	0	0	0
25071	0	0	0	0	0	0	0	0	0
25273	0	0	0	0	0	0	0	0	0
25474	0	0	0	0	0	0	0	0	0
25675	0	0	0	0	0	0	0	0	0
25876	0	0	0	0	0	0	0	0	0
26077	0	0	0	0	0	0	0	0	0
26278	0	0	0	0	0	0	0	0	0
26479	0	0	0	0	0	0	0	0	0
26680	0	0	0	0	0	0	0	0	0
26881	0	0	0	0	0	0	0	0	0
27082	0	0	0	0	0	0	0	0	0
27282	0	0	0	0	0	0	0	0	0
27483	0	0	0	0	0	0	0	0	0
27684	0	0	0	0	0	0	0	0	0
27885	0	0	0	0	0	0	0	0	0
28086	0	0	0	0	0	0	0	0	0
28287	0	0	0	0	0	0	0	0	0
28488	0	0	0	0	0	0	0	0	0
28689	0	0	0	0	0	0	0	0	0
28891	0	0	0	0	0	0	0	0	0
29091	0	0	0	0	0	0	0	0	0
29292	0	0	0	0	0	0	0	0	0
29493	0	0	0	0	0	0	0	0	0
29694	0	0	0	0	0	0	0	0	0
29895	0	0	0	0	0	0	0	0	0
30096	0	0	0	0	0	0	0	0	0
30297	0	0	0	0	0	0	0	0	0
30497	0	0	0	0	0	0	0	0	0
30698	0	0	0	0	0	0	0	0	0
30898	0	0	0	0	0	0	0	0	0
31099	0	0	0	1	0	0	1	0	0
31299	0	0	0	1	0	0	1	0	0
31500	0	0	0	2	0	0	1	0	0
31701	0	0	0	1	0	0	1	0	0
31902	0	0	0	0	0	0	0	0	0
32103	0	0	0	0	0	0	0	0	0
32303	0	0	0	0	0	0	0	0	0
32504	0	0	0	0	0	0	0	0	0
32704	0	0	0	0	0	0	0	0	0
32905	0	0	0	0	0	0	0	0	0
33106	0	0	0	0	0	0	0	0	0
33307	0	0	0	0	0	0	0	0	0
33508	0	0	0	0	0	0	0	0	0
33709	0	0	0	0	0	0	0	0	0
33910	0	0	0	0	0	0	0	0	0
34110	0	0	0	0	0	0	0	0	0
34311	0	0	0	0	0	0	0	0	0
34512	0	0	0	0	0	0	0	0	0
34713	0	0	0	0	0	0	0	0	0
34914	0	0	0	0	0	0	0	0	0
35115	0	0	0	0	0	0	0	0	0
35316	0	0	0	0	0	0	0	0	0
35517	0	0	0	0	0	0	0	0	0
35717	0	0	0	0	0	0	0	0	0
35918	0	0	0	0	0	0	0	0	0
36119	0	0	0	0	0	0	0	0	0
36320	0	0	0	0	0	0	0	0	0
36521	0	0	0	0	0	0	0	0	0
36722	0	0	0	0	0	0	0	0	0
36923	0	0	0	0	0	0	0	0	0
37123	0	0	0	0	0	0	0	0	0
37324	0	0	0	0	0	0	0	0	0
37525	0	0	0	0	0	0	0	0	0
37726	0	0	0	0	0	0	0	0	0
37927	0	0	0	0	0	0	0	0	0
38128	0	0	0	0	0	0	0	0	0
38329	0	0	0	0	0	0	1	0	0
38529	0	0	0	2	0	0	1	0	0
38730	0	0	0	0	0	0	1	0	0
38931	0	0	0	2	0	0	1	0	0
39132	0	0	0	1	0	0	0	0	0
39333	0	0	0	1	0	0	0	0	0
39533	0	0	0	1	0	0	0	0	0
39733	0	0	0	1	0	0	0	0	0
39935	0	0	0	1	0	0	0	0	0
40135	0	0	0	1	0	0	0	0	0
40335	0	0	0	1	0	0	0	0	0
40537	0	0	0	1	0	0	0	0	0
40738	0	0	0	1	0	0	0	0	0
40939	0	0	0	1	0	0	0	0	0
41140	0	0	0	1	0	0	0	0	0
41341	0	0	0	1	0	0	0	0	0
41541	0	0	0	1	0	0	0	0	0
41743	0	0	0	1	0	0	0	0	0
41944	0	0	0	1	0	0	0	0	0
42144	0	0	0	1	0	0	0	0	0
42345	0	0	0	1	0	0	0	0	0
42546	0	0	0	1	0	0	0	0	0
42747	0	0	0	1	0	0	0	0	0
42947	0	0	0	1	0	0	0	0	0
43148	0	0	0	1	0	0	0	0	0
43349	0	0	0	1	0	0	0	0	0
43550	0	0	0	1	0	0	0	0	0
43750	0	0	0	1	0	0	0	0	0
43951	0	0	0	1	0	0	0	0	0
44152	0	0	0	1	0	0	0	0	0
44353	0	0	0	1	0	0	0	0	0
44554	0	0	0	1	0	0	0	0	0
44755	0	0	0	1	0	0	0	0	0
44956	0	0	0	1	0	0	0	0	0
45157	0	0	0	1	0	0	0	0	0
45358	0	0	0	1	0	0	0	0	0
45560	0	0	0	1	0	0	0	0	0
45761	0	0	0	1	0	0	0	0	0
45962	0	0	0	1	0	0	0	0	0
46162	0	0	0	1	0	0	0	0	0
46362	0	0	0	1	0	0	0	0	0
46563	0	0	0	1	0	0	0	0	0
46764	0	0	0	1	0	0	0	0	0
46965	0	0	0	1	0	0	0	0	0
47166	0	0	0	1	0	0	0	0	0
47367	0	0	0	1	0	0	0	0	0
47568	0	0	0	1	0	0	0	0	0
47769	0	0	0	1	0	0	0	0	0
47970	0	0	0	1	0	0	0	0	0
48171	0	0	0	1	0	0	0	0	0
48372	0	0	0	1	0	0	0	0	0
48572	0	0	0	1	0	0	0	0	0
48773	0	0	0	1	0	0	0	0	0
48973	0	0	0	1	0	0	0	0	0
49175	0	0	0	1	0	0	0	0	0
49376	0	0	0	1	0	0	0	0	0
49577	0	0	0	1	0	0	0	0	0
49777	0	0	0	1	0	0	0	0	0
49978	0	0	0	1	0	0	0	0	0
50179	0	0	0	1	0	0	0	0	0
50380	0	0	0	1	0	0	0	0	0
50580	0	0	0	1	0	0	0	0	0
50780	0	0	0	1	0	0	0	0	0
50982	0	0	0	1	0	0	0	0	0
51182	0	0	0	1	0	0	0	0	0
51384	0	0	0	1	0	0	0	0	0
51585	0	0	0	1	0	0	0	0	0
51786	0	0	0	1	0	0	0	0	0
51987	0	0	0	1	0	0	0	0	0
52187	0	0	0	1	0	0	0	0	0
52387	0	0	0	1	0	0	0	0	0
52589	0	0	0	1	0	0	0	0	0
52790	0	0	0	1	0	0	0	0	0
52990	0	0	0	1	0	0	0	0	0
53191	0	0	0	1	0	0	0	0	0
53392	0	0	0	1	0	0	0	0	0
53593	0	0	0	1	0	0	0	0	0
53794	0	0	0	1	0	0	0	0	0
53994	0	0	0	1	0	0	0	0	0
54195	0	0	0	1	0	0	0	0	0
54395	0	0	0	1	0	0	0	0	0
54595	0	0	0	1	0	0	0	0	0
54797	0	0	0	1	0	0	0	0	0
54997	0	0	0	1	0	0	0	0	0
55199	0	0	0	1	0	0	0	0	0
55400	0	0	0	1	0	0	0	0	0
55601	0	0	0	1	0	0	0	0	0
55801	0	0	0	1	0	0	0	0	0
56002	0	0	0	1	0	0	0	0	0
